date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:37:15	413/413	---M--	200	added ('OK')	image/png	etag:%225aff3a68-19d%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/icon-eth.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/icon-eth.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:15	746/746	---M--	200	added ('OK')	image/png	etag:%225aff3a68-2ea%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/icon-visa.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/icon-visa.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:16	571/571	---M--	200	added ('OK')	image/png	etag:%225aff3a68-23b%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/icon-maestro.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/icon-maestro.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:16	3378/3378	---M--	200	added ('OK')	image/png	etag:%225aff3a68-d32%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/logo-big.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/logo-big.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:16	202/202	---M--	200	added ('OK')	image/png	etag:%225aff3a68-ca%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/icon-arrow.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/icon-arrow.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:17	588/588	---M--	200	added ('OK')	image/png	etag:%225aff3a68-24c%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/ico-track.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/ico-track.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:17	499/499	---M--	200	added ('OK')	image/png	etag:%225aff3a68-1f3%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/ico-bench.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/ico-bench.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:18	603/603	---M--	200	added ('OK')	image/png	etag:%225aff3a68-25b%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/ico-ranker.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/ico-ranker.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:18	572/572	---M--	200	added ('OK')	image/png	etag:%225aff3a68-23c%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/ico-bazaar.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/ico-bazaar.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:19	11379/11379	---M--	200	added ('OK')	image/png	etag:%225aff3a68-2c73%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/what-is-crypto.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/what-is-crypto.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:19	14878/14878	---M--	200	added ('OK')	image/png	etag:%225aff3a68-3a1e%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/problems-graphic.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/problems-graphic.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:19	14007/14007	---M--	200	added ('OK')	image/png	etag:%225aff3a68-36b7%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/solutions-graphic.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/solutions-graphic.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:20	18426/18426	---M--	200	added ('OK')	image/png	etag:%225aff3a68-47fa%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/whitepaper.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/whitepaper.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:20	1619/1619	---M--	200	added ('OK')	image/png	etag:%225aff3a68-653%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/flag-1.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/flag-1.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:21	852/852	---M--	200	added ('OK')	image/png	etag:%225aff3a68-354%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/flag-2.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/flag-2.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:21	790/790	---M--	200	added ('OK')	image/png	etag:%225aff3a68-316%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/flag-3.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/flag-3.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:21	1034/1034	---M--	200	added ('OK')	image/png	etag:%225aff3a68-40a%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/flag-4.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/flag-4.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:22	17387/17387	---M--	200	added ('OK')	image/png	etag:%225aff3a68-43eb%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/chart.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/chart.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:23	72158/72158	---M--	200	added ('OK')	image/png	etag:%225aff3a68-119de%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-9.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-9.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:24	63692/63692	---M--	200	added ('OK')	image/png	etag:%225aff3a68-f8cc%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-6.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-6.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:24	59455/59455	---M--	200	added ('OK')	image/png	etag:%225aff3a68-e83f%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-2.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-2.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:25	72607/72607	---M--	200	added ('OK')	image/png	etag:%225aff3a68-11b9f%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-10.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-10.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:25	71814/71814	---M--	200	added ('OK')	image/png	etag:%225aff3a68-11886%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-4.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-4.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:26	70876/70876	---M--	200	added ('OK')	image/png	etag:%225aff3a68-114dc%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-13.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-13.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:28	65680/65680	---M--	200	added ('OK')	image/png	etag:%225aff3a68-10090%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-1.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-1.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:28	955/955	---M--	200	added ('OK')	image/png	etag:%225aff3a68-3bb%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/company-logo-1.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/company-logo-1.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:29	73167/73167	---M--	200	added ('OK')	image/png	etag:%225aff3a68-11dcf%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-8.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-8.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:29	1549/1549	---M--	200	added ('OK')	image/png	etag:%225aff3a68-60d%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/company-logo-2.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/company-logo-2.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:30	76755/76755	---M--	200	added ('OK')	image/png	etag:%225aff3a68-12bd3%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-3.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-3.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:30	850/850	---M--	200	added ('OK')	image/png	etag:%225aff3a68-352%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/company-logo-3.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/company-logo-3.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:30	60840/60840	---M--	200	added ('OK')	image/png	etag:%225aff3a68-eda8%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-11.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-11.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:31	1137/1137	---M--	200	added ('OK')	image/png	etag:%225aff3a68-471%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/company-logo-4.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/company-logo-4.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:32	72187/72187	---M--	200	added ('OK')	image/png	etag:%225aff3a68-119fb%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-7.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-7.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:32	1196/1196	---M--	200	added ('OK')	image/png	etag:%225aff3a68-4ac%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/company-logo-5.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/company-logo-5.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:32	73953/73953	---M--	200	added ('OK')	image/png	etag:%225aff3a68-120e1%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-12.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-12.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:33	56718/56718	---M--	200	added ('OK')	image/png	etag:%225aff3a68-dd8e%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/blog-1.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/blog-1.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:33	30810/30810	---MCZ	200	added ('OK')	text/html	etag:W/%225d9f17f1-785a%22	https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-blog-detail.html	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-blog-detail.html	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:34	43957/43957	---M--	200	added ('OK')	image/png	etag:%225aff3a68-abb5%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/blog-3.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/blog-3.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:35	62228/62228	---M--	200	added ('OK')	image/png	etag:%225aff3a68-f314%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/blog-2.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/blog-2.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:35	92922/92922	---M--	200	added ('OK')	image/png	etag:%225aff3a68-16afa%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/blog-4.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/blog-4.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:35	89944/89944	---M--	200	added ('OK')	image/jpeg	etag:%225aff3a68-15f58%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-9-lg.jpg	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-9-lg.jpg	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:36	69153/69153	---M--	200	added ('OK')	image/jpeg	etag:%225aff3a68-10e21%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-6-lg.jpg	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-6-lg.jpg	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:36	61861/61861	---M--	200	added ('OK')	image/jpeg	etag:%225aff3a68-f1a5%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-2-lg.jpg	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-2-lg.jpg	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:37	47075/47075	---M--	200	added ('OK')	image/jpeg	etag:%225aff3a68-b7e3%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-10-lg.jpg	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-10-lg.jpg	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:38	43653/43653	---M--	200	added ('OK')	image/jpeg	etag:%225aff3a68-aa85%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-4-lg.jpg	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-4-lg.jpg	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:38	30631/30631	---M--	200	added ('OK')	image/jpeg	etag:%225aff3a68-77a7%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-13-lg.jpg	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-13-lg.jpg	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:38	28864/28864	---M--	200	added ('OK')	image/jpeg	etag:%225aff3a68-70c0%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-1-lg.jpg	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-1-lg.jpg	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:39	53818/53818	---M--	200	added ('OK')	image/jpeg	etag:%225aff3a68-d23a%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-8-lg.jpg	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-8-lg.jpg	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:39	101511/101511	---M--	200	added ('OK')	image/jpeg	etag:%225aff3a68-18c87%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-3-lg.jpg	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-3-lg.jpg	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:40	78979/78979	---M--	200	added ('OK')	image/jpeg	etag:%225aff3a68-13483%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-11-lg.jpg	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-11-lg.jpg	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:40	87777/87777	---M--	200	added ('OK')	image/jpeg	etag:%225aff3a68-156e1%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-7-lg.jpg	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-7-lg.jpg	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:41	92483/92483	---M--	200	added ('OK')	image/jpeg	etag:%225aff3a68-16943%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-12-lg.jpg	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/user-12-lg.jpg	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:42	127558/127558	---M--	200	added ('OK')	image/jpeg	etag:%225b8a3065-1f246%22	https://pixinvent.com/demo/crypto-ico/images/demo/offer-banner.jpg	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/images/demo/offer-banner.jpg	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
